Company,Location,Date,Time,Rocket,Mission,RocketStatus,MissionStatus,Year,Month,Day,latitude,longitude,Success,RocketFamily
MHI,"LA-Y1, Tanegashima Space Center, Japan",1990-08-28,09:05:00,H-I UM-129A (9SO),BS-3A,Retired,Success,1990,8,28,30.39,130.97,1.0,H-II
MHI,"SLC-N, Tanegashima Space Center, Japan",1990-08-28,09:05:00,H-I (9 SO),BS-3A (Yuri-3A),Retired,Success,1990,8,28,30.4,130.98,1.0,H-II
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-08-28,15:45:00,Cosmos-3M (11K65M),Kosmos 2098,Retired,Success,1990,8,28,62.929,40.577,1.0,Cosmos-3m
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-08-30,22:46:00,Ariane 44L,"Skynet 4C, Eutelsat 2F1",Retired,Success,1990,8,30,5.25,-52.775,1.0,Ariane
CASC,"Taiyuan Satellite Launch Center, China",1990-09-03,00:53:00,Long March 4A,Fengyun-1B,Retired,Success,1990,9,3,38.84,111.6,1.0,Long March
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-09-14,05:59:00,Cosmos-3M (11K65M),Kosmos 2100,Retired,Success,1990,9,14,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-09-20,20:16:00,Molniya-M /Block ML,Molniya-3 nâ Â­145,Retired,Success,1990,9,20,62.931,40.577,1.0,Molniya-m
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1990-09-28,07:30:00,Tsyklon-3,Meteor-2 nâ Â­20,Retired,Success,1990,9,28,62.92,40.58,1.0,Tsyklon-3
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1990-10-02,05:39:00,Delta II 6925,USA-63 (GPS II-8),Retired,Success,1990,10,2,28.448,-80.566,1.0,Delta
RVSN USSR,"Site 45/2, Baikonur Cosmodrome, Kazakhstan",1990-10-04,04:27:00,Zenit-2,Tselina-2 nâ Â­8,Retired,Failure,1990,10,4,45.92,63.34,0.0,Zenit
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1990-10-05,06:14:00,Long March 2C,FSW-1 No.3,Active,Success,1990,10,5,40.96,100.29,1.0,Long March
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1990-10-06,11:47:00,Space Shuttle Discovery,STS-41,Retired,Success,1990,10,6,28.627,-80.621,1.0,Space
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-10-12,22:58:00,Ariane 44L,"SBS-6, Galaxy-6",Retired,Success,1990,10,12,5.25,-52.775,1.0,Ariane
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990-10-18,05:39:00,Delta II 6925,Thor 1,Retired,Success,1990,10,18,28.448,-80.565,1.0,Delta
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990-10-30,23:16:00,Delta II 6925,Inmarsat-2 F1,Retired,Success,1990,10,30,28.448,-80.565,1.0,Delta
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1990-11-13,00:37:00,Titan IV(402)A,DSP,Retired,Success,1990,11,13,28.583,-80.577,1.0,Titan
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1990-11-14,06:33:00,Tsyklon-2,Kosmos 2103,Retired,Success,1990,11,14,46.07,62.99,1.0,Tsyklon-2
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1990-11-15,23:48:00,Space Shuttle Atlantis,STS-38,Retired,Success,1990,11,15,28.608,-80.604,1.0,Space
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-11-20,02:33:00,Molniya-M /Block 2BL,Kosmos 2105,Retired,Success,1990,11,20,62.92,40.58,1.0,Molniya-m
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-11-20,23:11:00,Ariane 42P,"Satcom C1, GStar-4",Retired,Success,1990,11,20,5.25,-52.775,1.0,Ariane
RVSN USSR,"Site 131/29, Baikonur Cosmodrome, Kazakhstan",1990-11-20,Unknown,Rokot/Briz K,GVM Demo Flight,Retired,Success,1990,11,20,46.06,63.01,1.0,Rokot/briz
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1990-11-23,03:51:00,Molniya-M /Block ML,Molniya-1 nâ Â­146,Retired,Success,1990,11,23,62.931,40.577,1.0,Molniya-m
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1990-11-26,21:39:00,Delta II 7925,USA-66 (GPS IIA-1),Retired,Success,1990,11,26,28.448,-80.566,1.0,Delta
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1990-11-28,Unknown,Tsyklon-3,Kosmos 2106,Retired,Success,1990,11,28,62.92,40.58,1.0,Tsyklon-3
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1990-12-01,15:57:00,Atlas-E/F Star-37S-ISS,DMSP F-10,Retired,Success,1990,12,1,34.767,-120.59,1.0,Atlas
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1990-12-02,06:49:00,Space Shuttle Columbia,STS-35,Retired,Success,1990,12,2,28.627,-80.621,1.0,Space
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1990-12-04,00:48:00,Tsyklon-2,Kosmos 2107,Retired,Success,1990,12,4,46.07,62.99,1.0,Tsyklon-2
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-12-10,07:54:00,Cosmos-3M (11K65M),Kosmos 2112,Retired,Success,1990,12,10,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1990-12-22,07:28:00,Tsyklon-3,Kosmos 2114 to 2119,Retired,Success,1990,12,22,62.92,40.58,1.0,Tsyklon-3
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-01-08,00:53:00,Delta II 7925,NATO 4A,Retired,Success,1991,1,8,28.448,-80.565,1.0,Delta
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-01-15,23:10:00,Ariane 44L,"Italsat-1, Eutelsat 2F2",Retired,Success,1991,1,15,5.25,-52.775,1.0,Ariane
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1991-01-18,11:34:00,Tsyklon-2,Kosmos 2122,Retired,Success,1991,1,18,46.07,62.99,1.0,Tsyklon-2
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-01-29,Unknown,Cosmos-3M (11K65M),Oscar-21,Retired,Success,1991,1,29,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-05,02:36:00,Cosmos-3M (11K65M),Kosmos 2123,Retired,Success,1991,2,5,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-12,02:44:00,Cosmos-3M (11K65M),Kosmos 2125 to 2132,Retired,Success,1991,2,12,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1991-02-15,15:19:00,Molniya-M /Block ML,Molniya-1 nâ Â­147,Retired,Success,1991,2,15,62.931,40.577,1.0,Molniya-m
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-26,04:53:00,Cosmos-3M (11K65M),Kosmos 2135,Retired,Success,1991,2,26,62.929,40.577,1.0,Cosmos-3m
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-03-02,23:36:00,Ariane 44LP,"Astra 1B, Meteosat 5",Retired,Success,1991,3,2,5.25,-52.775,1.0,Ariane
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1991-03-08,12:03:00,Titan IV(403)A,Lacrosse,Retired,Success,1991,3,8,34.741,-120.62,1.0,Titan
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-03-08,23:03:00,Delta II 6925,Inmarsat-2 F2,Retired,Success,1991,3,8,28.448,-80.565,1.0,Delta
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-03-12,19:29:00,Cosmos-3M (11K65M),Nadiezhda nâ Â­6,Retired,Success,1991,3,12,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-03-19,14:30:00,Cosmos-3M (11K65M),Kosmos 2137,Retired,Success,1991,3,19,62.929,40.577,1.0,Cosmos-3m
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1991-03-22,12:19:00,Molniya-M /Block ML,Molniya-3 nâ Â­148,Retired,Success,1991,3,22,62.931,40.577,1.0,Molniya-m
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-04-04,23:33:00,Ariane 44P,Anik E2,Retired,Success,1991,4,4,5.25,-52.775,1.0,Ariane
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1991-04-05,14:22:00,Space Shuttle Atlantis,STS-37,Retired,Success,1991,4,5,28.627,-80.621,1.0,Space
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-04-13,00:09:00,Delta II 7925,ASC-2 (Spacenet F4),Retired,Success,1991,4,13,28.448,-80.565,1.0,Delta
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-04-16,07:21:00,Cosmos-3M (11K65M),Kosmos 2142,Retired,Success,1991,4,16,62.929,40.577,1.0,Cosmos-3m
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1991-04-18,23:30:00,Atlas I,Yuri 3H,Retired,Failure,1991,4,18,28.449,-80.545,0.0,Atlas
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-04-24,01:36:00,Tsyklon-3,Meteor-3 nâ Â­4,Retired,Success,1991,4,24,62.92,40.58,1.0,Tsyklon-3
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1991-04-28,11:33:00,Space Shuttle Discovery,STS-39,Retired,Success,1991,4,28,28.608,-80.604,1.0,Space
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1991-05-14,15:52:00,Atlas-E/F Star-37S-ISS,NOAA-D,Retired,Success,1991,5,14,34.767,-120.59,1.0,Atlas
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-05-16,21:40:00,Tsyklon-3,Kosmos 2143 to 2148,Retired,Success,1991,5,16,62.92,40.58,1.0,Tsyklon-3
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-05-29,22:55:00,Delta II 7925,Aurora 2,Retired,Success,1991,5,29,28.448,-80.565,1.0,Delta
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-06-04,09:00:00,Tsyklon-3,Okean 3,Retired,Success,1991,6,4,62.92,40.58,1.0,Tsyklon-3
